Iteration, Objective function, Best objective function, Parameters, Time elapsed (s)
621 1458.421 1117.244 [100.000 0.025 19.286 0.290 0.002 0.056] 47150.041518 
622 1288.591 1117.244 [2.283 0.032 14.608 0.031 0.000 0.059] 47284.519558 
623 1470.705 1117.244 [10.713 0.028 100.000 0.197 0.003 0.074] 47440.945626 
624 1147.896 1117.244 [2.164 0.100 1.080 0.603 0.000 0.111] 47665.808155 
625 1245.206 1117.244 [2.575 0.190 0.993 0.104 0.000 0.119] 47831.422527 
626 1325.784 1117.244 [2.473 0.233 1.208 0.095 0.001 0.156] 47971.649247 
627 1457.444 1117.244 [2.427 0.718 0.538 0.029 0.001 0.149] 48123.990915 
628 1334.554 1117.244 [1.941 0.025 14.501 0.311 0.002 0.073] 48278.527854 
629 1333.255 1117.244 [4.379 0.073 3.227 0.010 0.001 0.079] 48450.189808 
630 1229.295 1117.244 [2.741 0.059 3.209 0.040 0.003 0.075] 48628.631385 
631 1274.890 1117.244 [2.243 0.057 4.005 0.040 0.001 0.070] 48786.373967 
632 1678.930 1117.244 [0.948 0.010 100.000 0.980 0.000 0.052] 48955.220519 
633 1441.382 1117.244 [2.309 0.194 1.023 0.010 0.003 0.091] 49123.868354 
634 1925.642 1117.244 [1.736 1.333 0.457 0.010 0.004 0.122] 49284.918343 
635 1264.873 1117.244 [2.306 0.167 1.070 0.055 0.000 0.103] 49462.242735 
636 1191.224 1117.244 [2.031 0.074 1.765 0.194 0.011 0.086] 49622.035661 
637 1349.381 1117.244 [1.616 0.154 0.419 0.039 0.116 0.068] 49779.038500 
638 1201.892 1117.244 [2.838 0.077 2.012 0.164 0.000 0.088] 49942.723113 
639 1396.868 1117.244 [2.642 0.033 2.468 0.017 0.008 0.044] 50081.947569 
640 1388.127 1117.244 [2.001 0.117 1.444 0.034 0.000 0.078] 50261.354054 
641 1827.946 1117.244 [1.593 0.039 0.238 0.031 0.129 0.024] 50462.046588 
642 1286.554 1117.244 [3.108 0.036 3.240 0.076 0.008 0.057] 50641.173495 
643 1762.206 1117.244 [0.994 0.166 0.219 0.055 0.389 0.048] 50811.066790 
644 1352.689 1117.244 [1.505 0.093 1.381 0.032 0.002 0.071] 51005.419341 
645 2855.263 1117.244 [1.058 0.010 0.528 0.010 0.017 0.008] 51149.967668 
646 1184.501 1117.244 [2.362 0.055 3.483 0.368 0.000 0.092] 51334.677138 
647 1120.250 1117.244 [2.091 0.145 0.789 1.124 0.000 0.149] 51517.650989 
648 1505.678 1117.244 [1.539 0.257 0.873 0.010 0.038 0.098] 51706.767643 
649 1301.602 1117.244 [1.683 0.107 1.898 0.030 0.008 0.088] 51861.109717 
650 1958.351 1117.244 [1.058 0.085 0.844 0.010 0.015 0.042] 52004.425991 
651 1210.668 1117.244 [1.955 0.041 3.325 0.405 0.000 0.072] 52166.696215 
652 1592.606 1117.244 [3.430 0.034 100.000 0.777 0.000 0.102] 52340.450736 
653 1281.902 1117.244 [1.493 0.096 0.822 0.099 0.044 0.078] 52506.902534 
654 1240.421 1117.244 [1.462 0.078 1.368 0.300 0.023 0.077] 52677.784257 
655 1395.391 1117.244 [3.093 0.510 0.392 0.055 0.000 0.119] 52822.214881 
656 1455.233 1117.244 [1.541 0.338 0.771 0.031 0.009 0.126] 53021.647766 
657 1399.153 1117.244 [14.391 0.025 23.645 0.127 0.005 0.061] 53217.465349 
658 1541.061 1117.244 [1.525 0.337 0.808 0.035 0.090 0.109] 53364.336387 
659 1380.797 1117.244 [3.299 0.328 0.772 0.010 0.021 0.146] 53523.949176 
660 1124.746 1117.244 [2.086 0.166 0.735 1.234 0.000 0.165] 53729.348992 
661 1336.017 1117.244 [1.943 0.415 0.494 0.149 0.000 0.145] 53879.125902 
662 1742.770 1117.244 [100.000 0.053 15.820 0.266 0.005 0.100] 54095.905170 
663 1359.149 1117.244 [4.351 0.040 8.674 0.017 0.000 0.061] 54257.557253 
664 1118.794 1117.244 [2.040 0.126 0.817 1.138 0.001 0.141] 54448.873899 
665 1427.029 1117.244 [2.605 0.860 0.297 0.010 0.001 0.146] 54617.311867 
666 1240.071 1117.244 [2.267 0.058 2.699 0.014 0.001 0.082] 54745.063206 
667 1286.235 1117.244 [2.356 0.114 0.884 0.021 0.022 0.098] 54906.099875 
668 1532.085 1117.244 [2.954 9.973 0.277 0.972 3.000 0.477] 55062.623433 
669 1728.634 1117.244 [4.623 0.027 0.881 0.010 0.020 0.041] 55247.492162 
670 1684.362 1117.244 [1.362 17.826 0.126 1.312 0.004 0.289] 55458.205386 
671 7351.172 1117.244 [0.044 100.000 100.000 1.139 3.000 0.005] 55641.745273 
672 1428.983 1117.244 [3.288 0.186 0.721 0.010 0.076 0.123] 55825.823755 
673 1249.382 1117.244 [2.593 0.079 1.798 0.070 0.001 0.099] 55994.844819 
674 1248.289 1117.244 [2.484 0.100 1.419 0.030 0.004 0.103] 56174.947388 
675 1522.014 1117.244 [100.000 0.043 3.785 0.010 0.000 0.079] 56366.973124 
676 1234.556 1117.244 [2.092 0.080 2.773 0.094 0.004 0.104] 56555.235354 
677 1563.458 1117.244 [2.848 3.271 0.157 0.020 0.000 0.148] 56722.847292 
678 1220.232 1117.244 [2.572 0.079 2.510 0.018 0.000 0.094] 56920.043784 
679 1177.775 1117.244 [2.047 0.498 0.413 1.474 0.000 0.235] 57153.952671 
680 1855.772 1117.244 [4.502 0.010 4.275 0.010 0.009 0.025] 57327.511867 
681 2310.718 1117.244 [0.211 0.010 0.074 0.326 3.000 0.005] 57588.505218 
682 1208.744 1117.244 [1.722 0.180 0.663 0.430 0.038 0.115] 57763.915341 
683 1222.839 1117.244 [2.068 0.071 2.283 0.063 0.000 0.089] 57956.955586 
684 1561.638 1117.244 [100.000 0.012 100.000 0.590 0.010 0.049] 58169.051700 
685 1412.437 1117.244 [8.436 0.014 100.000 0.350 0.009 0.047] 58336.468389 
686 1233.176 1117.244 [1.868 1.105 0.282 1.383 0.001 0.283] 58486.163546 
687 1379.049 1117.244 [2.070 0.330 0.507 0.034 0.000 0.139] 58697.537225 
688 1574.643 1117.244 [40.443 0.025 100.000 0.266 0.013 0.065] 58883.623087 
689 1306.572 1117.244 [1.592 1.876 0.287 1.269 0.000 0.327] 59109.953603 
690 1493.685 1117.244 [7.887 0.029 100.000 0.375 0.008 0.084] 59268.255814 
691 1850.971 1117.244 [1.803 3.292 0.105 1.297 0.000 0.201] 59432.083481 
692 1705.259 1117.244 [0.682 0.084 0.160 0.209 3.000 0.033] 59620.510038 
693 1298.758 1117.244 [2.348 0.226 0.531 0.020 0.046 0.099] 59823.396137 
694 1883.554 1117.244 [1.083 0.054 0.223 0.173 0.637 0.039] 60004.691148 
695 1374.644 1117.244 [7.221 0.020 100.000 0.127 0.009 0.059] 60171.716329 
696 1609.710 1117.244 [1.611 1.439 0.291 0.408 3.000 0.193] 60369.817227 
697 1278.317 1117.244 [2.005 0.066 2.027 0.010 0.001 0.067] 60549.400343 
698 1333.122 1117.244 [5.070 0.021 54.214 0.200 0.006 0.059] 60754.025097 
699 1677.108 1117.244 [100.000 0.010 100.000 0.470 0.055 0.036] 60961.673936 
700 6867.458 1117.244 [8.623 100.000 0.010 10.000 0.014 0.005] 61137.528815 
701 1121.012 1117.244 [1.988 0.124 0.879 0.933 0.000 0.135] 61410.386992 
702 1686.763 1117.244 [1.234 0.261 0.216 0.082 3.000 0.074] 61573.551721 
703 1804.863 1117.244 [30.143 0.010 100.000 0.203 0.026 0.046] 61753.403713 
704 1345.780 1117.244 [5.620 0.025 21.884 0.157 0.020 0.054] 61912.639625 
705 1799.145 1117.244 [6.582 0.024 100.000 0.249 0.027 0.045] 62096.770757 
706 1639.347 1117.244 [0.850 0.323 0.303 0.263 3.000 0.086] 62279.597113 
707 1201.901 1117.244 [2.150 0.114 1.303 0.350 0.001 0.127] 62523.727524 
708 1259.950 1117.244 [1.904 0.073 1.118 0.051 0.009 0.073] 62699.629208 
709 15299.446 1117.244 [100.000 0.010 100.000 10.000 3.000 0.007] 62871.622177 
710 2021.722 1117.244 [0.530 0.010 1.999 2.121 0.001 0.019] 63076.046780 
711 1219.165 1117.244 [2.194 0.034 8.255 0.339 0.012 0.065] 63250.320932 
712 2535.571 1117.244 [6.343 0.010 0.107 0.010 0.021 0.007] 63425.747954 
713 2316.811 1117.244 [1.067 0.034 0.135 0.032 3.000 0.022] 63617.169285 
714 1127.065 1117.244 [1.913 0.130 0.839 0.942 0.000 0.128] 63808.692239 
715 1260.543 1117.244 [2.567 0.053 2.025 0.010 0.003 0.064] 63979.123090 
716 1221.570 1117.244 [2.697 0.040 4.331 0.161 0.024 0.071] 64173.758674 
717 1663.404 1117.244 [100.000 0.020 100.000 0.369 0.030 0.071] 64379.031989 
718 1293.854 1117.244 [3.896 0.027 7.971 0.177 0.014 0.057] 64585.759900 
719 1236.441 1117.244 [2.516 0.064 2.247 0.072 0.018 0.088] 64755.149975 
720 1609.127 1117.244 [100.000 0.013 14.624 0.296 0.020 0.037] 64943.807856 
721 1179.115 1117.244 [2.098 0.054 3.152 0.317 0.017 0.086] 65117.243864 
722 1416.899 1117.244 [11.033 0.026 14.291 0.040 0.014 0.061] 65280.281156 
723 1233.884 1117.244 [2.453 0.046 12.532 0.194 0.016 0.086] 65486.769659 
724 1532.496 1117.244 [32.664 0.031 5.702 0.122 0.021 0.065] 65766.023825 
725 1299.576 1117.244 [4.038 0.113 0.807 0.059 0.000 0.092] 65960.197123 
726 1380.523 1117.244 [2.147 0.161 0.374 0.134 0.000 0.073] 66170.878268 
727 1410.351 1117.244 [3.770 0.196 0.410 0.010 0.000 0.080] 66376.382031 
728 1257.518 1117.244 [3.865 0.084 1.432 0.010 0.000 0.082] 66621.049510 
729 1276.839 1117.244 [3.679 0.125 0.850 0.010 0.000 0.090] 66912.538616 
730 2322.028 1117.244 [100.000 0.010 0.548 0.010 0.013 0.016] 67108.697461 
731 2276.751 1117.244 [2.703 0.010 0.601 0.010 0.002 0.015] 67333.405487 
732 1711.150 1117.244 [2.252 1.022 0.100 0.052 0.000 0.071] 67541.442323 
733 1427.049 1117.244 [2.237 0.115 0.425 0.010 0.001 0.061] 67750.384924 
734 1262.407 1117.244 [2.461 0.080 1.017 0.024 0.001 0.074] 67991.729927 
735 1334.474 1117.244 [2.619 0.234 0.399 0.043 0.002 0.100] 68207.423089 
736 1484.147 1117.244 [2.868 0.286 0.262 0.029 0.000 0.076] 68457.175361 
737 1177.279 1117.244 [1.729 0.226 0.538 1.285 0.007 0.144] 68666.664354 
738 1240.385 1117.244 [1.631 0.056 6.455 0.402 0.007 0.093] 68852.320499 
739 1405.985 1117.244 [4.177 0.025 3.925 0.010 0.000 0.047] 69055.993277 
740 1241.273 1117.244 [3.193 0.055 6.484 0.262 0.023 0.087] 69264.270832 
741 1515.198 1117.244 [100.000 0.013 100.000 0.241 0.019 0.038] 69479.603640 
742 1733.026 1117.244 [2.091 0.159 0.298 0.159 3.000 0.066] 69636.040067 
743 1132.939 1117.244 [2.055 0.224 0.599 1.257 0.002 0.176] 69865.130714 
744 1271.528 1117.244 [2.807 0.155 0.872 0.158 0.000 0.126] 70097.185295 
745 1240.555 1117.244 [2.872 0.042 8.367 0.018 0.003 0.075] 70285.991817 
746 2703.176 1117.244 [0.734 0.010 0.307 0.076 0.000 0.008] 70451.295228 
747 1808.990 1117.244 [2.317 0.039 0.457 0.010 0.000 0.029] 70643.532268 
748 1905.616 1117.244 [0.982 0.010 4.456 0.010 0.000 0.019] 70834.413868 
749 1193.252 1117.244 [1.928 0.454 0.354 1.650 0.003 0.203] 71004.684122 
750 1132.725 1117.244 [2.016 0.081 1.511 0.803 0.000 0.113] 71205.599709 
751 1921.411 1117.244 [1.172 0.047 0.261 0.079 0.001 0.027] 71383.602988 
752 1126.997 1117.244 [2.187 0.132 0.863 0.911 0.007 0.129] 71604.947754 
753 3477.235 1117.244 [1.031 0.170 0.050 0.168 0.000 0.012] 71832.373697 
754 1355.997 1117.244 [2.060 0.203 0.371 0.010 0.010 0.088] 72026.287798 
755 1897.098 1117.244 [1.435 0.010 3.212 0.085 0.000 0.022] 72215.425050 
756 1344.365 1117.244 [2.369 0.016 100.000 0.064 0.001 0.053] 72464.547041 
757 1220.727 1117.244 [2.312 0.104 0.986 0.179 0.002 0.097] 72650.430686 
758 1263.793 1117.244 [2.145 0.049 10.666 0.044 0.001 0.089] 72862.084698 
759 1300.978 1117.244 [2.369 0.022 37.269 0.045 0.001 0.059] 73149.373007 
760 1519.832 1117.244 [52.967 0.045 2.124 0.010 0.008 0.069] 73340.807962 
761 1637.577 1117.244 [2.843 0.934 0.318 0.033 0.003 0.192] 73522.703979 
762 1235.626 1117.244 [3.137 0.049 5.300 0.030 0.010 0.079] 73770.310533 
763 1293.117 1117.244 [1.774 0.130 0.613 0.100 0.001 0.088] 74032.913202 
764 2419.192 1117.244 [0.412 0.010 100.000 0.010 0.000 0.018] 74267.543377 
765 2590.664 1117.244 [1.312 0.010 0.157 0.085 0.018 0.010] 74479.297375 
766 1807.589 1117.244 [0.108 0.015 0.036 10.000 0.562 0.006] 74687.155075 
767 1134.106 1117.244 [1.887 0.097 1.163 0.807 0.013 0.107] 74904.862448 
768 1131.326 1117.244 [2.265 0.144 0.847 0.832 0.000 0.134] 75171.640723 
769 1135.790 1117.244 [1.842 0.082 1.404 0.924 0.006 0.108] 75401.137780 
770 1288.236 1117.244 [1.586 0.927 0.275 1.128 0.000 0.222] 75600.553811 
771 1147.949 1117.244 [2.242 0.133 1.090 0.620 0.026 0.119] 75799.032710 
772 1154.282 1117.244 [2.100 0.083 1.453 0.383 0.043 0.096] 76019.700173 
773 1174.758 1117.244 [2.168 0.077 2.394 0.209 0.040 0.092] 76270.602212 
774 1479.552 1117.244 [1.614 0.135 0.302 0.036 0.010 0.060] 76456.257355 
775 1774.272 1117.244 [0.205 0.010 0.062 10.000 0.916 0.010] 76614.144862 
776 1514.752 1117.244 [2.808 0.010 100.000 0.067 0.002 0.037] 76824.686179 
777 1306.072 1117.244 [2.198 1.045 0.539 1.219 0.001 0.383] 77025.440680 
778 1146.562 1117.244 [1.905 0.095 1.545 0.511 0.023 0.107] 77263.379321 
779 1325.934 1117.244 [2.059 3.819 0.231 1.753 0.001 0.384] 77535.973695 
780 1462.661 1117.244 [1.647 0.010 100.000 0.587 0.005 0.038] 77775.265094 
781 1137.053 1117.244 [1.962 0.085 1.457 0.744 0.000 0.117] 78017.359276 
782 1296.657 1117.244 [3.876 0.031 30.573 0.038 0.006 0.071] 78261.272274 
783 3595.702 1117.244 [1.129 100.000 0.095 4.746 3.000 0.080] 78437.231138 
784 1137.730 1117.244 [2.131 0.087 1.738 0.654 0.005 0.116] 78689.781558 
785 1647.057 1117.244 [1.099 0.010 100.000 0.027 0.000 0.026] 78902.153143 
786 1275.837 1117.244 [2.278 0.036 12.429 0.070 0.012 0.062] 79121.929144 
787 1251.783 1117.244 [1.676 0.044 4.358 0.040 0.005 0.070] 79315.648607 
788 1266.564 1117.244 [1.631 0.054 4.336 0.361 0.032 0.070] 79507.219431 
789 1394.288 1117.244 [2.208 0.044 1.034 0.081 0.000 0.051] 79697.018634 
790 1355.847 1117.244 [3.034 0.400 0.389 0.010 0.002 0.119] 79909.448399 
791 1156.125 1117.244 [1.736 0.113 0.767 0.863 0.031 0.100] 80165.477690 
792 1378.422 1117.244 [1.708 0.031 11.567 0.010 0.000 0.050] 80425.248202 
793 1164.923 1117.244 [2.083 0.234 0.662 1.185 0.000 0.167] 80663.327580 
794 1395.269 1117.244 [1.938 1.264 0.293 2.320 0.001 0.281] 80921.452083 
795 3815.296 1117.244 [0.610 0.010 0.082 0.010 0.001 0.003] 81152.537679 
796 1213.688 1117.244 [1.584 0.083 0.819 0.493 0.059 0.078] 81320.008615 
797 1183.275 1117.244 [1.679 0.134 1.152 0.516 0.052 0.111] 81531.640581 
798 1467.185 1117.244 [0.867 0.026 4.078 1.139 0.007 0.049] 81671.026953 
799 1628.886 1117.244 [0.123 0.010 0.045 2.985 1.472 0.006] 81875.571633 
800 1444.491 1117.244 [1.883 2.783 0.297 0.830 0.001 0.344] 82208.538274 
801 1119.444 1117.244 [2.068 0.116 1.031 0.974 0.002 0.137] 82442.874210 
802 1350.191 1117.244 [1.580 2.235 0.186 1.798 0.003 0.284] 82685.961362 
803 1520.937 1117.244 [1.199 0.015 23.278 0.010 0.000 0.033] 82869.257855 
804 3675.687 1117.244 [0.182 0.021 0.111 4.808 0.292 0.010] 83067.251457 
805 2778.894 1117.244 [0.918 1.471 0.029 10.000 0.081 0.066] 83264.747935 
806 1282.556 1117.244 [3.654 0.054 8.531 0.073 0.032 0.088] 83446.529400 
807 2352.324 1117.244 [2.601 1.107 0.035 1.638 0.001 0.045] 83686.844510 
808 1626.328 1117.244 [1.138 0.010 11.254 1.291 0.002 0.032] 83902.392849 
809 1172.901 1117.244 [1.852 0.055 2.459 0.748 0.011 0.082] 84157.823406 
810 1315.222 1117.244 [1.993 0.114 0.749 0.010 0.000 0.072] 84387.866531 
811 1170.149 1117.244 [1.810 0.240 0.501 0.936 0.053 0.133] 84591.717014 
812 1436.310 1117.244 [2.560 1.292 0.541 1.356 0.000 0.421] 84808.028737 
813 1246.172 1117.244 [1.616 0.048 2.976 0.169 0.001 0.073] 85002.330167 
814 1263.028 1117.244 [2.185 0.054 3.149 0.010 0.000 0.066] 85241.157834 
815 1302.584 1117.244 [1.830 0.072 0.793 0.079 0.148 0.072] 85473.308685 
816 1210.458 1117.244 [1.779 0.086 1.164 0.221 0.076 0.091] 85706.836883 
817 1213.704 1117.244 [2.416 0.059 2.128 0.052 0.055 0.076] 85916.445494 
818 1247.970 1117.244 [2.723 0.069 1.619 0.104 0.058 0.085] 86171.088533 
819 1353.952 1117.244 [1.586 0.144 0.462 0.069 0.807 0.079] 86418.465781 
820 1156.573 1117.244 [1.886 0.067 1.668 0.651 0.000 0.092] 86692.823896 
821 1503.739 1117.244 [36.200 0.026 7.162 0.010 0.000 0.060] 86949.479431 
822 1249.686 1117.244 [3.497 0.044 5.637 0.010 0.018 0.071] 87140.664009 
823 1228.339 1117.244 [2.140 0.043 4.934 0.097 0.002 0.074] 87351.467231 
824 1373.769 1117.244 [1.626 0.292 0.404 0.018 0.003 0.106] 87576.547838 
825 1656.193 1117.244 [1.718 7.181 0.366 2.453 0.001 1.046] 87816.832610 
826 1283.124 1117.244 [2.088 0.050 1.543 0.095 0.003 0.064] 88042.675647 
827 4872.027 1117.244 [2.233 100.000 0.246 10.000 0.005 3.000] 88258.791148 
828 1258.978 1117.244 [3.385 0.040 4.690 0.025 0.030 0.067] 88538.471773 
829 1245.044 1117.244 [2.730 0.086 3.026 0.019 0.037 0.102] 88798.348958 
830 13162.873 1117.244 [0.010 0.969 0.141 10.000 0.000 0.000] 88991.181732 
831 1226.693 1117.244 [2.126 0.096 1.079 0.026 0.074 0.084] 89172.184592 
832 1217.016 1117.244 [2.569 0.063 3.179 0.010 0.010 0.083] 89442.567234 
833 1117.014 1117.014 [2.029 0.138 0.833 1.007 0.001 0.146] 89662.895076 
834 1248.684 1117.014 [2.662 0.036 6.528 0.010 0.006 0.063] 89876.254964 
835 1122.272 1117.014 [1.933 0.162 0.814 1.003 0.000 0.154] 90058.581209 
836 1423.806 1117.014 [2.260 6.761 0.296 1.267 0.000 0.576] 90378.634534 
837 1226.398 1117.014 [1.829 0.062 4.018 0.048 0.029 0.080] 90692.256130 
838 1522.113 1117.014 [3.011 2.916 0.349 1.763 0.000 0.741] 90939.127867 
839 1116.752 1116.752 [2.017 0.139 0.827 1.041 0.000 0.147] 91181.577492 
840 1157.275 1116.752 [2.195 0.141 0.700 0.658 0.046 0.112] 91433.389996 
841 2393.675 1116.752 [0.429 0.010 0.526 1.419 0.000 0.012] 91701.627047 
842 1720.566 1116.752 [1.440 3.240 0.504 1.702 0.000 0.607] 92132.556451 
843 1722.206 1116.752 [2.275 12.413 0.201 1.422 0.001 0.648] 92412.136479 
844 1631.924 1116.752 [5.117 1.259 0.196 0.010 0.000 0.115] 92671.074932 
845 1789.895 1116.752 [1.947 2.160 0.252 1.132 3.000 0.523] 92902.577888 
846 1118.677 1116.752 [1.999 0.117 1.009 1.028 0.000 0.140] 93175.399061 
847 1286.607 1116.752 [1.782 0.026 25.421 0.532 0.008 0.060] 93474.261689 
848 1184.440 1116.752 [2.238 0.053 4.901 0.116 0.067 0.076] 93717.618554 
849 1247.172 1116.752 [2.221 0.169 0.749 0.086 0.006 0.108] 93943.712545 
850 1207.736 1116.752 [2.343 0.033 10.762 0.161 0.038 0.064] 94184.161405 
851 1289.349 1116.752 [3.181 0.025 17.113 0.020 0.012 0.054] 94406.496712 
852 1121.793 1116.752 [2.140 0.107 1.106 0.925 0.003 0.129] 94703.125581 
853 1228.670 1116.752 [2.324 0.038 6.221 0.081 0.047 0.059] 94961.685738 
854 3796.630 1116.752 [0.655 0.010 0.043 0.010 0.116 0.004] 95257.683266 
855 1119.327 1116.752 [1.867 0.123 0.913 0.994 0.001 0.141] 95565.291677 
856 1214.556 1116.752 [2.019 0.089 2.838 0.056 0.084 0.098] 95834.195443 
857 1363.034 1116.752 [4.251 0.021 7.842 0.856 0.001 0.056] 96068.907408 
858 1297.599 1116.752 [2.350 0.024 21.223 0.909 0.000 0.073] 96361.344477 
859 1312.913 1116.752 [2.811 0.266 0.473 0.023 0.007 0.108] 96599.956387 
860 1258.452 1116.752 [3.145 0.057 3.857 0.037 0.102 0.081] 96849.529764 
861 1283.926 1116.752 [2.465 0.056 10.024 0.016 0.014 0.083] 97096.408795 
862 1258.164 1116.752 [2.222 0.022 30.045 0.218 0.016 0.058] 97371.506555 
863 1244.062 1116.752 [2.322 0.052 4.807 0.059 0.058 0.089] 97680.643479 
864 1293.345 1116.752 [3.064 0.034 24.083 0.059 0.033 0.064] 97959.255157 
865 1246.854 1116.752 [2.151 1.026 0.408 1.508 0.003 0.347] 98269.464591 
866 1526.849 1116.752 [3.582 0.020 100.000 0.010 0.008 0.043] 98521.611054 
867 1124.615 1116.752 [2.221 0.115 0.952 0.921 0.002 0.128] 98881.403587 
868 1352.498 1116.752 [5.155 0.033 29.947 0.010 0.013 0.067] 99156.244711 
869 1668.043 1116.752 [5.900 0.010 59.534 0.010 0.019 0.024] 99381.175568 
870 1422.189 1116.752 [4.694 0.019 60.161 0.026 0.013 0.043] 99592.280850 
871 1436.538 1116.752 [4.876 0.029 16.046 0.010 0.038 0.049] 99770.721703 
872 1335.693 1116.752 [1.740 0.030 3.993 0.016 0.000 0.051] 99972.069489 
873 1405.470 1116.752 [5.111 0.025 11.221 0.075 0.081 0.054] 100202.681889 
874 2624.132 1116.752 [100.000 0.010 100.000 0.083 0.161 0.037] 100459.117037 
875 1654.350 1116.752 [12.953 0.022 100.000 0.010 0.031 0.046] 100733.956940 
876 1118.998 1116.752 [1.849 0.130 0.841 1.104 0.000 0.141] 101058.463809 
877 1542.802 1116.752 [1.788 5.004 0.223 0.809 1.198 0.277] 101352.591325 
878 1414.801 1116.752 [2.048 0.637 0.321 0.010 0.028 0.134] 101608.586888 
879 1474.708 1116.752 [10.040 0.013 100.000 0.010 0.006 0.037] 101947.532004 
880 1262.335 1116.752 [2.896 0.047 6.505 0.019 0.000 0.085] 102191.148053 
881 1395.268 1116.752 [2.740 0.060 10.275 0.075 0.090 0.076] 102493.625203 
882 2256.345 1116.752 [1.088 0.145 0.447 0.078 3.000 0.042] 102770.863910 
883 1636.735 1116.752 [1.754 0.432 0.491 0.128 1.743 0.184] 103056.628821 
884 1123.825 1116.752 [2.003 0.101 1.026 0.939 0.001 0.126] 103320.700991 
885 1516.846 1116.752 [1.928 0.191 0.214 0.010 0.049 0.059] 103574.782969 
886 1225.248 1116.752 [1.665 0.626 0.367 1.359 0.037 0.202] 103861.481251 
887 1196.046 1116.752 [2.579 0.065 2.572 0.132 0.162 0.082] 104147.503545 
888 1143.158 1116.752 [1.816 0.195 0.587 1.199 0.023 0.142] 104501.619739 
889 1578.135 1116.752 [3.023 5.435 0.167 0.010 0.001 0.153] 104748.672133 
890 1413.295 1116.752 [1.976 0.632 0.245 0.051 0.026 0.110] 105007.660234 
891 1201.322 1116.752 [2.666 0.081 2.970 0.203 0.093 0.101] 105313.966012 
892 1685.623 1116.752 [1.973 0.605 0.141 0.010 0.007 0.065] 105551.148248 
893 1228.605 1116.752 [2.383 0.116 1.551 0.073 0.303 0.108] 105805.200120 
894 1118.430 1116.752 [1.817 0.129 0.871 0.972 0.018 0.133] 106104.524331 
895 1183.492 1116.752 [1.860 0.115 1.032 0.178 0.387 0.097] 106386.272406 
896 1830.607 1116.752 [2.627 5.566 0.126 0.010 0.000 0.096] 106626.687159 
897 2731.306 1116.752 [1.176 0.101 0.271 0.289 3.000 0.108] 106808.616560 
898 1471.078 1116.752 [12.527 0.017 22.234 0.010 0.024 0.045] 107058.019578 
899 1198.402 1116.752 [1.875 0.125 1.554 0.161 0.236 0.101] 107362.523050 
900 1258.873 1116.752 [2.790 0.023 17.207 0.420 0.020 0.059] 107686.330532 
901 1268.301 1116.752 [1.770 0.195 0.718 0.150 0.577 0.097] 107955.214774 
902 1499.155 1116.752 [1.588 0.566 0.197 0.084 0.002 0.088] 108317.935234 
903 1124.016 1116.752 [1.976 0.123 0.771 1.103 0.014 0.125] 108635.617800 
904 1231.841 1116.752 [2.268 0.093 1.027 0.120 0.364 0.076] 108915.833500 
905 1288.138 1116.752 [2.149 0.236 0.523 0.086 0.022 0.111] 109216.182577 
906 1636.707 1116.752 [1.750 5.657 0.319 2.683 0.004 0.658] 109504.525069 
907 1135.943 1116.752 [1.912 0.097 1.238 0.373 0.180 0.094] 109845.468743 
908 1617.331 1116.752 [1.751 0.010 10.394 0.479 0.028 0.025] 110165.094428 
909 1378.345 1116.752 [5.805 0.039 15.699 0.021 0.037 0.079] 110496.142814 
910 1155.569 1116.752 [1.833 0.151 0.987 0.430 0.190 0.119] 110765.923885 
911 1554.968 1116.752 [4.688 0.823 0.286 0.010 0.013 0.131] 111070.286216 
912 1697.139 1116.752 [0.150 0.019 0.041 2.931 3.000 0.007] 111400.563004 
913 2123.131 1116.752 [0.188 0.010 0.025 10.000 1.011 0.006] 111646.892897 
914 1205.969 1116.752 [2.616 0.038 3.682 0.275 0.077 0.064] 112006.253994 
915 1117.058 1116.752 [2.054 0.103 1.024 0.873 0.023 0.119] 112261.756080 
916 1118.848 1116.752 [2.004 0.123 0.872 0.908 0.021 0.125] 112573.927208 
917 7878.402 1116.752 [0.051 100.000 0.091 10.000 3.000 0.004] 112875.566864 
918 1121.974 1116.752 [2.002 0.107 1.006 0.625 0.101 0.109] 113111.433106 
919 3513.726 1116.752 [6.270 0.386 0.162 10.000 1.197 3.000] 113365.494878 
920 1140.644 1116.752 [2.048 0.108 1.106 0.448 0.115 0.107] 113746.819103 
921 1106.374 1106.374 [1.949 0.131 0.885 0.975 0.052 0.133] 114003.961442 
922 1108.247 1106.374 [2.050 0.097 1.116 0.860 0.053 0.113] 114349.972376 
923 1108.342 1106.374 [1.966 0.115 1.002 0.892 0.042 0.126] 114710.635911 
924 1138.278 1106.374 [2.075 0.057 1.827 0.719 0.038 0.088] 115016.932597 
925 1131.498 1106.374 [2.068 0.189 0.830 0.946 0.087 0.153] 115309.629275 
926 1267.719 1106.374 [1.765 0.050 7.735 0.088 0.000 0.088] 115618.309586 
927 1110.292 1106.374 [1.915 0.129 0.917 0.878 0.071 0.124] 115968.684824 
928 1108.241 1106.374 [1.897 0.077 1.800 0.589 0.102 0.102] 116238.287170 
929 1111.155 1106.374 [1.998 0.078 1.535 0.642 0.080 0.100] 116584.582099 
930 1340.059 1106.374 [2.148 0.022 3.820 0.756 0.017 0.049] 116893.488087 
